34	M	20	366.913280501747
35	M	20	386.996771804202
36	M	20	408.20447340281
37	M	20	430.900673153537
38	M	20	454.828776108173
39	M	20	480.146605903312
40	M	20	507.038191258305
41	M	20	535.430415803228
42	M	20	565.514640660017
43	M	20	597.193842974944
44	M	20	630.671967032042
45	M	20	666.016656790341
46	M	20	703.111001993246
47	M	20	742.226445127296
48	M	20	783.493721066744
49	M	20	827.308898371642
50	M	20	873.655297521952
18	M	30	133.819592869974
19	M	30	140.847342507202
20	M	30	148.300943543414
21	M	30	156.088585362781
22	M	30	164.346994322399
23	M	30	173.107137187435
24	M	30	182.332484258983
25	M	30	192.123941390289
26	M	30	202.450638183424
27	M	30	213.354536513393
28	M	30	225.058054232453
29	M	30	237.462434605565
30	M	30	250.628199634271
31	M	30	264.821644518107
32	M	30	280.02645835487
33	M	30	296.195571213411
34	M	30	313.617599391237
35	M	30	332.240747042414
36	M	30	352.12498802768
37	M	30	373.484668789507
38	M	30	396.256530581003
39	M	30	420.515039239735
40	M	30	446.692951278813
18	F	10	238.393649626042
19	F	10	249.821082403792
20	F	10	261.872413031243
21	F	10	274.581978951041
22	F	10	287.950199359423
23	F	10	302.057560379721
24	F	10	316.828607306257
25	F	10	332.370880726395
26	F	10	348.633937192728
27	F	10	365.674510650922
28	F	10	383.52073506275
29	F	10	402.16314678969
30	F	10	421.67399067826
31	F	10	442.088151238837
32	F	10	463.434837755492
33	F	10	485.679018017416
34	F	10	508.931696850563
35	F	10	533.091217500689
36	F	10	558.153505659774
37	F	10	584.255486915477
38	F	10	611.290339775904
39	F	10	639.416959498282
40	F	10	668.437920011211
41	F	10	698.592803438094
42	F	10	729.822882945935
43	F	10	762.05374493061
44	F	10	795.381760548535
45	F	10	829.822851410886
46	F	10	865.401918985444
47	F	10	902.088930740521
48	F	10	940.309951042759
49	F	10	980.19534755283
50	F	10	1022.1135490995
51	F	10	1066.30826825913
52	F	10	1113.0162459887
53	F	10	1162.47504357588
54	F	10	1215.1007994917
55	F	10	1271.37202977159
56	F	10	1331.49284121841
57	F	10	1396.08558601663
58	F	10	1465.82994973367
59	F	10	1541.53512713407
60	F	10	1623.91099512526
18	F	15	178.918287588381
19	F	15	187.552394966432
20	F	15	196.676464704931
21	F	15	206.319387670265
22	F	15	216.47322128792
23	F	15	227.190406364828
24	F	15	238.45091911758
25	F	15	250.305416233068
26	F	15	262.729767173808
27	F	15	275.786062243299
28	F	15	289.455031017768
29	F	15	303.859233859189
30	F	15	318.882984442107
31	F	15	334.709607807146
32	F	15	351.260844868382
33	F	15	368.547976025821
34	F	15	386.708663272927
35	F	15	405.625085422931
36	F	15	425.295977449319
37	F	15	445.88563610936
38	F	15	467.25971940107
39	F	15	489.428323963969
40	F	15	512.592059557184
41	F	15	536.593285912434
42	F	15	561.548075021465
43	F	15	587.375429457847
44	F	15	614.32711502899
45	F	15	642.207699103819
46	F	15	671.176305386506
47	F	15	701.469840457591
48	F	15	733.003468204151
49	F	15	766.287015581085
50	F	15	801.405310850787
51	F	15	838.932125805961
52	F	15	878.972070799084
53	F	15	921.96929106432
54	F	15	968.2296641618
55	F	15	1018.30768272403
18	F	20	154.214082203371
19	F	20	161.769579048151
20	F	20	169.73772769676
21	F	20	178.141545247007
22	F	20	187.041606312391
23	F	20	196.46057539084
24	F	20	206.373284288367
25	F	20	216.791688169314
26	F	20	227.778855724803
27	F	20	239.308041812253
28	F	20	251.456492265153
29	F	20	264.256923615814
30	F	20	277.680234952701
31	F	20	291.817731934272
32	F	20	306.628565181038
33	F	20	322.19972874437
34	F	20	338.550619071705
35	F	20	355.612142925903
36	F	20	373.570575323228
37	F	20	392.176577498579
38	F	20	411.734851926462
39	F	20	432.078734633635
40	F	20	453.342722215038
41	F	20	475.566212638782
42	F	20	498.660212540039
43	F	20	522.925957687916
44	F	20	548.147211154869
45	F	20	574.667634518364
46	F	20	602.261340101752
47	F	20	631.368462876347
48	F	20	662.213902324296
49	F	20	694.867750156327
50	F	20	729.973274565232
18	F	30	126.325389214132
19	F	30	132.68807796746
20	F	30	139.365606971502
21	F	30	146.521222691639
22	F	30	154.030392644697
23	F	30	162.011879671579
24	F	30	170.487636569338
25	F	30	179.416381083619
26	F	30	188.810722510931
27	F	30	198.759051100963
28	F	30	209.217101460413
29	F	30	220.286857663048
30	F	30	232.005663863276
31	F	30	244.321475787976
32	F	30	257.351836155141
33	F	30	271.02650817413
34	F	30	285.466780066041
35	F	30	300.703108194772
36	F	30	316.646810956211
37	F	30	333.578775398372
38	F	30	351.291178479706
39	F	30	369.958446519895
40	F	30	389.637826485697
