18	M	10	252.434698881904
19	M	10	265.133001745691
20	M	10	278.466203779444
21	M	10	292.45788537944
22	M	10	307.093918114782
23	M	10	322.434098166403
24	M	10	338.458954442201
25	M	10	355.236131608859
26	M	10	372.805550617443
27	M	10	391.218506910879
28	M	10	410.489041793969
29	M	10	430.73605660184
30	M	10	452.095088214776
31	M	10	474.540429496926
32	M	10	498.196882927314
33	M	10	523.122279459447
34	M	10	549.420896654164
35	M	10	576.993776595147
36	M	10	606.000542805921
37	M	10	636.331026399577
38	M	10	668.158100449865
39	M	10	701.437563947836
40	M	10	736.191952924592
41	M	10	772.522310311838
42	M	10	810.250067224774
43	M	10	849.55974640428
44	M	10	890.235862139228
45	M	10	932.484338432568
46	M	10	976.198431864546
47	M	10	1021.3960146767
48	M	10	1068.11280224295
49	M	10	1116.39966359326
50	M	10	1166.32689994303
51	M	10	1218.13526867562
52	M	10	1271.91918757425
53	M	10	1327.57343574608
54	M	10	1385.15904309955
55	M	10	1445.20130779793
56	M	10	1507.7625791741
57	M	10	1573.51301109445
58	M	10	1643.38154951249
59	M	10	1718.82980109398
60	M	10	1801.24913480602
18	M	15	189.488038429781
19	M	15	199.121156900573
20	M	15	209.214226933931
21	M	15	219.783144950876
22	M	15	230.889108422285
23	M	15	242.509769863016
24	M	15	254.710490997214
25	M	15	267.47093826901
26	M	15	280.875164689496
27	M	15	294.917147920788
28	M	15	309.704803594995
29	M	15	325.304830358612
30	M	15	341.729321576175
31	M	15	359.173846741985
32	M	15	377.581100911943
33	M	15	397.072682361195
34	M	15	417.6955620102
35	M	15	439.488452373598
36	M	15	462.49047943307
37	M	15	486.832701869139
38	M	15	512.380506610836
39	M	15	539.260091450173
40	M	15	567.617962497404
41	M	15	597.390309119856
42	M	15	628.606129450472
43	M	15	661.286591503644
44	M	15	695.585525097013
45	M	15	731.398145033067
46	M	15	768.742902703066
47	M	15	807.816448904508
48	M	15	848.519711433198
49	M	15	890.915445088452
50	M	15	935.483969833091
51	M	15	981.97560545739
52	M	15	1030.95382253151
53	M	15	1082.402743343
54	M	15	1136.55547028297
55	M	15	1194.4711110113
18	M	20	163.422914312704
19	M	20	171.77482084281
20	M	20	180.580086247589
21	M	20	189.813366602602
22	M	20	199.493227475741
23	M	20	209.691272080804
24	M	20	220.434429943359
25	M	20	231.698254069742
26	M	20	243.516600831583
27	M	20	255.994764833453
28	M	20	269.193112295445
29	M	20	283.110511194716
30	M	20	297.885135898802
31	M	20	313.592932353215
32	M	20	330.225212647763
33	M	20	348.005971541459
